,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,NAMELSAD,LSAD,ALAND,AWATER,geometry
1048,47,037,013701,2,1500000US470370137012,470370137012,2,Block Group 2,BG,471996,0,"POLYGON ((-86.81525999999999 36.187801, -86.812258 36.187562, -86.812219 36.189956, -86.806315 36.190942, -86.804086 36.188226, -86.80407599999999 36.186613, -86.81217700000001 36.184553, -86.81411 36.184734, -86.81420900000001 36.183975, -86.81566100000001 36.184745, -86.81525999999999 36.187801))"
1061,47,037,017902,2,1500000US470370179022,470370179022,2,Block Group 2,BG,625264,0,"POLYGON ((-86.83309800000001 36.092778, -86.830426 36.094847, -86.82970400000001 36.098107, -86.82807 36.101877, -86.820446 36.101126, -86.818732 36.100948, -86.820871 36.099231, -86.824681 36.096402, -86.828508 36.091363, -86.83224 36.091517, -86.83309800000001 36.092778))"
1076,47,037,019120,1,1500000US470370191201,470370191201,1,Block Group 1,BG,568126,0,"POLYGON ((-86.713049 36.02547, -86.712856 36.026807, -86.710097 36.026631, -86.70865499999999 36.025813, -86.70748 36.022526, -86.703418 36.019635, -86.70288600000001 36.018468, -86.700737 36.015599, -86.701706 36.01527, -86.70566599999999 36.015382, -86.711562 36.021529, -86.71221300000001 36.022467, -86.71290500000001 36.024244, -86.713049 36.02547))"
1078,47,037,017800,4,1500000US470370178004,470370178004,4,Block Group 4,BG,287370,0,"POLYGON ((-86.808727 36.119668, -86.807513 36.121321, -86.80673899999999 36.123216, -86.804461 36.122159, -86.799948 36.117446, -86.798196 36.116386, -86.79861699999999 36.115923, -86.80788099999999 36.118988, -86.808727 36.119668))"
1082,47,037,016800,2,1500000US470370168002,470370168002,2,Block Group 2,BG,378679,0,"POLYGON ((-86.810849 36.138654, -86.800758 36.137572, -86.800985 36.135719, -86.80132999999999 36.133255, -86.80374399999999 36.134411, -86.811412 36.135115, -86.810849 36.138654))"
1091,47,037,012702,2,1500000US470370127022,470370127022,2,Block Group 2,BG,1615517,63304,"POLYGON ((-86.78876099999999 36.208315, -86.78814300000001 36.208314, -86.781009 36.206779, -86.776481 36.206508, -86.77684000000001 36.201309, -86.77614800000001 36.195587, -86.776269 36.192947, -86.77626100000001 36.190694, -86.77613700000001 36.187965, -86.778066 36.190987, -86.78048 36.191874, -86.782948 36.191767, -86.782977 36.191892, -86.783671 36.193669, -86.785791 36.196762, -86.784747 36.19754, -86.78794499999999 36.200237, -86.787918 36.201516, -86.791617 36.207015, -86.78876099999999 36.208315))"
1093,47,037,011200,3,1500000US470370112003,470370112003,3,Block Group 3,BG,825411,0,"POLYGON ((-86.733108 36.210928, -86.729174 36.216412, -86.727478 36.219634, -86.719741 36.215605, -86.722251 36.211962, -86.724917 36.209823, -86.723659 36.208556, -86.724898 36.208364, -86.731206 36.209507, -86.733937 36.209784, -86.733108 36.210928))"
1107,47,037,015634,1,1500000US470370156341,470370156341,1,Block Group 1,BG,1541863,0,"POLYGON ((-86.590474 36.028355, -86.586963 36.033706, -86.58639599999999 36.037395, -86.570403 36.035283, -86.56876099999999 36.034388, -86.571934 36.032008, -86.571934 36.031086, -86.57510000000001 36.029711, -86.57848300000001 36.026803, -86.582488 36.026675, -86.5873 36.025604, -86.590474 36.028355))"
1108,47,037,019116,3,1500000US470370191163,470370191163,3,Block Group 3,BG,1649276,0,"POLYGON ((-86.72338000000001 36.036732, -86.723837 36.037884, -86.720696 36.037604, -86.721307 36.039387, -86.719219 36.040019, -86.718012 36.041979, -86.712945 36.04245, -86.712763 36.04038, -86.712767 36.040199, -86.71335000000001 36.036298, -86.712982 36.033528, -86.71253299999999 36.029841, -86.712856 36.026807, -86.713049 36.02547, -86.7184 36.024907, -86.71974 36.025003, -86.719629 36.025663, -86.722551 36.025992, -86.724887 36.033141, -86.72338000000001 36.036732))"
1109,47,037,018409,2,1500000US470370184092,470370184092,2,Block Group 2,BG,1618619,0,"POLYGON ((-86.968125 36.075506, -86.956227 36.081192, -86.952586 36.079112, -86.94522000000001 36.07689, -86.94649099999999 36.0722, -86.94708300000001 36.071123, -86.94811900000001 36.069935, -86.9507 36.071529, -86.95424199999999 36.072547, -86.955459 36.072655, -86.95677499999999 36.072622, -86.958913 36.072234, -86.963909 36.070604, -86.966938 36.069807, -86.969341 36.069687, -86.968125 36.075506))"
1110,47,037,019008,4,1500000US470370190084,470370190084,4,Block Group 4,BG,973408,0,"POLYGON ((-86.720179 36.089321, -86.717547 36.094637, -86.71472 36.097486, -86.713855 36.098876, -86.713318 36.100295, -86.711984 36.101007, -86.70815899999999 36.096337, -86.70862200000001 36.096437, -86.71004600000001 36.094483, -86.710131 36.09212, -86.70815399999999 36.089693, -86.70799599999999 36.08713, -86.712664 36.087506, -86.71493 36.087677, -86.71621399999999 36.088023, -86.717085 36.088565, -86.718919 36.089541, -86.720179 36.089321))"
1139,47,037,019106,2,1500000US470370191062,470370191062,2,Block Group 2,BG,437070,0,"POLYGON ((-86.734532 36.048738, -86.73169300000001 36.048101, -86.725064 36.046678, -86.725202 36.045114, -86.724965 36.044748, -86.72631800000001 36.042899, -86.734396 36.043305, -86.735157 36.046293, -86.734532 36.048738))"
1140,47,037,015627,1,1500000US470370156271,470370156271,1,Block Group 1,BG,2028592,0,"POLYGON ((-86.687544 36.069473, -86.684538 36.070291, -86.683964 36.06926, -86.67564 36.06858, -86.669023 36.068027, -86.661671 36.067232, -86.663775 36.062895, -86.667006 36.060181, -86.66944599999999 36.059401, -86.67098799999999 36.059725, -86.67211 36.059959, -86.672825 36.053643, -86.674868 36.055442, -86.682806 36.06309, -86.685186 36.065381, -86.689132 36.069235, -86.687544 36.069473))"
1141,47,037,015609,2,1500000US470370156092,470370156092,2,Block Group 2,BG,600097,0,"POLYGON ((-86.614906 36.170678, -86.61427 36.174755, -86.608465 36.1741, -86.605937 36.174036, -86.606032 36.172284, -86.60665899999999 36.169144, -86.60981099999999 36.167869, -86.614648 36.164957, -86.614943 36.165865, -86.614906 36.170678))"
1153,47,037,012801,3,1500000US470370128013,470370128013,3,Block Group 3,BG,1510060,0,"POLYGON ((-86.84039 36.205344, -86.837068 36.218504, -86.826572 36.219948, -86.826221 36.214046, -86.824769 36.212429, -86.82649000000001 36.211435, -86.830173 36.207848, -86.83673899999999 36.204344, -86.83745399999999 36.204207, -86.84039 36.205344))"
1154,47,037,011001,5,1500000US470370110015,470370110015,5,Block Group 5,BG,871215,0,"POLYGON ((-86.761691 36.221706, -86.751429 36.220027, -86.747494 36.218326, -86.74909100000001 36.210775, -86.75001 36.210969, -86.75704399999999 36.209555, -86.75534500000001 36.218316, -86.756174 36.21919, -86.76228999999999 36.219974, -86.761691 36.221706))"
1155,47,037,012701,4,1500000US470370127014,470370127014,4,Block Group 4,BG,1057347,0,"POLYGON ((-86.821821 36.222928, -86.821478 36.223061, -86.820144 36.223877, -86.818442 36.227999, -86.813734 36.229401, -86.812663 36.230255, -86.811019 36.228218, -86.805893 36.22323, -86.808435 36.222104, -86.80932900000001 36.222835, -86.81095999999999 36.220772, -86.817898 36.218959, -86.819125 36.217307, -86.819614 36.217028, -86.820066 36.217657, -86.820956 36.219207, -86.821372 36.220958, -86.821596 36.222229, -86.821821 36.222928))"
1158,47,037,018602,3,1500000US470370186023,470370186023,3,Block Group 3,BG,8047636,4486,"POLYGON ((-86.864761 36.044896, -86.862739 36.047308, -86.858298 36.052774, -86.85673 36.052934, -86.854714 36.053968, -86.854017 36.053732, -86.85114 36.054524, -86.850911 36.055338, -86.84830599999999 36.057026, -86.84349400000001 36.058104, -86.84092200000001 36.058138, -86.83791600000001 36.058886, -86.83684100000001 36.060777, -86.83229799999999 36.061634, -86.82917999999999 36.0631, -86.826339 36.063903, -86.824972 36.064674, -86.822181 36.064853, -86.813458 36.063817, -86.815085 36.059513, -86.816064 36.053698, -86.816267 36.050519, -86.81580700000001 36.044363, -86.816368 36.040299, -86.816472 36.039217, -86.832753 36.041024, -86.855368 36.043854, -86.864957 36.044672, -86.864761 36.044896))"
1159,47,037,010701,4,1500000US470370107014,470370107014,4,Block Group 4,BG,848826,0,"POLYGON ((-86.72016000000001 36.254021, -86.71768400000001 36.25907, -86.716838 36.258866, -86.71356 36.258441, -86.710509 36.258151, -86.70704000000001 36.257711, -86.70727599999999 36.255645, -86.708125 36.248982, -86.70897100000001 36.249014, -86.70956099999999 36.249932, -86.71371499999999 36.250875, -86.717257 36.252558, -86.71942900000001 36.253501, -86.72016000000001 36.254021))"
1160,47,037,017702,2,1500000US470370177022,470370177022,2,Block Group 2,BG,2087557,0,"POLYGON ((-86.801243 36.094645, -86.801176 36.096936, -86.800439 36.101146, -86.802116 36.101312, -86.802075 36.101528, -86.80162900000001 36.103385, -86.80083399999999 36.106605, -86.800763 36.107355, -86.800538 36.108918, -86.793657 36.108335, -86.79370299999999 36.108192, -86.794844 36.106574, -86.789103 36.105966, -86.79053399999999 36.102114, -86.790834 36.100712, -86.79029800000001 36.094095, -86.790999 36.088326, -86.80293899999999 36.089357, -86.801243 36.094645))"
1162,47,037,015100,3,1500000US470370151003,470370151003,3,Block Group 3,BG,1952240,0,"POLYGON ((-86.685571 36.16412, -86.682841 36.165185, -86.68240299999999 36.169041, -86.67442200000001 36.169898, -86.66900699999999 36.16913, -86.66797 36.168963, -86.66332 36.167667, -86.664385 36.160459, -86.67344900000001 36.160098, -86.678529 36.157831, -86.68086700000001 36.156792, -86.68117100000001 36.158927, -86.684453 36.159127, -86.68455299999999 36.162832, -86.685571 36.16412))"
1177,47,037,018902,3,1500000US470370189023,470370189023,3,Block Group 3,BG,886531,0,"POLYGON ((-86.745968 36.074434, -86.734939 36.074035, -86.734086 36.074542, -86.731543 36.077812, -86.72631800000001 36.079608, -86.725605 36.077113, -86.731516 36.074337, -86.732935 36.072171, -86.733266 36.071534, -86.73503700000001 36.06999, -86.736654 36.068759, -86.737346 36.067669, -86.738759 36.068167, -86.739949 36.068726, -86.74042300000001 36.068838, -86.743419 36.068749, -86.748159 36.074498, -86.745968 36.074434))"
1181,47,037,015637,3,1500000US470370156373,470370156373,3,Block Group 3,BG,561375,0,"POLYGON ((-86.641786 36.092727, -86.639866 36.093378, -86.638175 36.094455, -86.638638 36.096484, -86.629707 36.091241, -86.626497 36.090338, -86.627453 36.089128, -86.630443 36.089949, -86.636189 36.089134, -86.637766 36.089755, -86.642729 36.089717, -86.641786 36.092727))"
1182,47,037,018101,2,1500000US470370181012,470370181012,2,Block Group 2,BG,1723006,0,"POLYGON ((-86.87487400000001 36.1427, -86.869613 36.147031, -86.867424 36.148172, -86.85991199999999 36.149683, -86.85959699999999 36.145163, -86.857968 36.145007, -86.857427 36.14138, -86.857382 36.139538, -86.857716 36.137852, -86.861228 36.13819, -86.86337 36.138428, -86.869339 36.137586, -86.87165899999999 36.13771, -86.87412500000001 36.136886, -86.874743 36.136928, -86.87923000000001 36.140147, -86.87487400000001 36.1427))"
1183,47,037,018803,1,1500000US470370188031,470370188031,1,Block Group 1,BG,1033766,0,"POLYGON ((-86.782582 36.038997, -86.779652 36.040753, -86.77750399999999 36.041277, -86.768372 36.040279, -86.76884200000001 36.033102, -86.768739 36.032574, -86.777128 36.033239, -86.783079 36.034886, -86.782582 36.038997))"
1187,47,037,019008,1,1500000US470370190081,470370190081,1,Block Group 1,BG,453294,0,"POLYGON ((-86.71004600000001 36.094483, -86.70862200000001 36.096437, -86.70815899999999 36.096337, -86.699949 36.086046, -86.70143400000001 36.085562, -86.701205 36.086371, -86.70799599999999 36.08713, -86.70815399999999 36.089693, -86.710131 36.09212, -86.71004600000001 36.094483))"
1197,47,037,013800,2,1500000US470370138002,470370138002,2,Block Group 2,BG,514333,0,"POLYGON ((-86.82426100000001 36.180955, -86.82020300000001 36.180453, -86.81460199999999 36.18022, -86.814464 36.180214, -86.813729 36.176698, -86.81367 36.176579, -86.81244100000001 36.170739, -86.814091 36.17053, -86.82336599999999 36.180465, -86.82426100000001 36.180955))"
1205,47,037,011700,6,1500000US470370117006,470370117006,6,Block Group 6,BG,612997,0,"POLYGON ((-86.7606 36.185318, -86.75584000000001 36.192604, -86.755099 36.193491, -86.744384 36.192729, -86.74479599999999 36.191916, -86.745295 36.190794, -86.745965 36.189264, -86.746387 36.18831, -86.753636 36.189007, -86.754644 36.188494, -86.759713 36.185021, -86.7606 36.185318))"
1206,47,037,019109,2,1500000US470370191092,470370191092,2,Block Group 2,BG,772378,0,"POLYGON ((-86.706112 36.061113, -86.70276200000001 36.062916, -86.702673 36.063394, -86.69924399999999 36.063233, -86.697149 36.062871, -86.697097 36.061884, -86.69546 36.060485, -86.69370600000001 36.058487, -86.69036199999999 36.058588, -86.690799 36.057584, -86.69031699999999 36.056209, -86.691258 36.053923, -86.695162 36.054808, -86.696613 36.055413, -86.700036 36.056907, -86.702046 36.057718, -86.704728 36.059712, -86.707176 36.059469, -86.706112 36.061113))"
1207,47,037,019110,1,1500000US470370191101,470370191101,1,Block Group 1,BG,1118335,0,"POLYGON ((-86.715463 36.05916, -86.707176 36.059469, -86.704728 36.059712, -86.702046 36.057718, -86.703851 36.055438, -86.702719 36.051449, -86.7051 36.049745, -86.70677000000001 36.050634, -86.711198 36.049519, -86.713823 36.04956, -86.715023 36.053659, -86.71627700000001 36.059048, -86.715463 36.05916))"
1208,47,037,013202,3,1500000US470370132023,470370132023,3,Block Group 3,BG,410265,0,"POLYGON ((-86.86649800000001 36.160667, -86.864548 36.158716, -86.859343 36.156981, -86.858186 36.156176, -86.85752599999999 36.153929, -86.859838 36.152414, -86.86632899999999 36.15409, -86.865865 36.156563, -86.86726299999999 36.156738, -86.86649800000001 36.160667))"
1212,47,037,019501,3,1500000US470370195013,470370195013,3,Block Group 3,BG,698186,0,"POLYGON ((-86.80271999999999 36.152479, -86.80083500000001 36.153399, -86.80155499999999 36.154353, -86.794404 36.157993, -86.79471599999999 36.158284, -86.792323 36.159459, -86.789372 36.155787, -86.788059 36.153767, -86.791369 36.152205, -86.79289300000001 36.154271, -86.799127 36.148657, -86.799299 36.147967, -86.80122900000001 36.15049, -86.80271999999999 36.152479))"
1217,47,037,018905,1,1500000US470370189051,470370189051,1,Block Group 1,BG,456187,0,"POLYGON ((-86.73526 36.062959, -86.733351 36.06255, -86.73166000000001 36.060814, -86.726629 36.056867, -86.723071 36.055462, -86.72348700000001 36.054947, -86.725329 36.054535, -86.731919 36.055091, -86.733284 36.055193, -86.73342 36.056831, -86.735147 36.057958, -86.73442300000001 36.060127, -86.73526 36.062959))"
1229,47,037,019118,3,1500000US470370191183,470370191183,3,Block Group 3,BG,561017,0,"POLYGON ((-86.669151 36.044792, -86.667115 36.044929, -86.665705 36.044989, -86.661528 36.044776, -86.661637 36.042453, -86.65993400000001 36.039602, -86.658845 36.038817, -86.662824 36.035648, -86.667102 36.036991, -86.666183 36.039925, -86.667117 36.042627, -86.669061 36.043714, -86.669151 36.044792))"
1230,47,037,018700,1,1500000US470370187001,470370187001,1,Block Group 1,BG,3685718,0,"POLYGON ((-86.804827 36.084304, -86.803816 36.0866, -86.80293899999999 36.089357, -86.790999 36.088326, -86.788708 36.088151, -86.787719 36.088232, -86.782117 36.087966, -86.77941 36.08705, -86.770844 36.086472, -86.769471 36.085956, -86.766645 36.083126, -86.765969 36.082884, -86.765114 36.082687, -86.763717 36.082518, -86.76403500000001 36.080956, -86.764692 36.07937, -86.768258 36.075103, -86.76879599999999 36.074102, -86.774075 36.071939, -86.77310199999999 36.077473, -86.78366200000001 36.077948, -86.79173900000001 36.079948, -86.797635 36.080697, -86.805436 36.080656, -86.804827 36.084304))"
1231,47,037,019200,4,1500000US470370192004,470370192004,4,Block Group 4,BG,388555,0,"POLYGON ((-86.757627 36.163726, -86.753187 36.165684, -86.753651 36.166716, -86.756199 36.169928, -86.75429099999999 36.170654, -86.75257499999999 36.168125, -86.74988399999999 36.167717, -86.74994599999999 36.162355, -86.753716 36.161596, -86.75618799999999 36.161321, -86.757627 36.163726))"
1232,47,037,015613,2,1500000US470370156132,470370156132,2,Block Group 2,BG,677154,0,"POLYGON ((-86.68841399999999 36.087365, -86.684442 36.084091, -86.68295999999999 36.081533, -86.682838 36.081249, -86.685638 36.080441, -86.682058 36.077121, -86.681682 36.075195, -86.683441 36.072194, -86.684364 36.074406, -86.68730600000001 36.073876, -86.687421 36.076174, -86.689984 36.077579, -86.68841399999999 36.087365))"
1235,47,037,015805,3,1500000US470370158053,470370158053,3,Block Group 3,BG,1464534,0,"POLYGON ((-86.717461 36.123015, -86.717029 36.123561, -86.71109199999999 36.126708, -86.704835 36.121822, -86.70359500000001 36.12083, -86.704438 36.118849, -86.702609 36.117133, -86.705703 36.115234, -86.70914 36.11231, -86.71017500000001 36.111926, -86.71154199999999 36.111533, -86.712367 36.112998, -86.714296 36.114893, -86.71593900000001 36.115832, -86.71924 36.116735, -86.717461 36.123015))"
1236,47,037,010403,2,1500000US470370104032,470370104032,2,Block Group 2,BG,888919,106942,"POLYGON ((-86.690438 36.278136, -86.686543 36.2792, -86.686418 36.278532, -86.682787 36.271081, -86.680858 36.267986, -86.675434 36.263156, -86.67696100000001 36.262163, -86.678157 36.261951, -86.678234 36.261709, -86.680283 36.262289, -86.687229 36.262856, -86.687135 36.263734, -86.685929 36.269494, -86.687484 36.271133, -86.6875 36.272057, -86.689589 36.272135, -86.689395 36.274694, -86.690438 36.278136))"
1251,47,037,011900,1,1500000US470370119001,470370119001,1,Block Group 1,BG,657008,0,"POLYGON ((-86.770807 36.174503, -86.76732800000001 36.175977, -86.76597 36.177149, -86.7606 36.185318, -86.759713 36.185021, -86.758303 36.184656, -86.758605 36.18259, -86.75981299999999 36.182691, -86.760609 36.178413, -86.759141 36.175871, -86.758831 36.175359, -86.760938 36.174535, -86.76282 36.173799, -86.76820600000001 36.171749, -86.769854 36.173444, -86.770807 36.174503))"
